alarm_id,incident_id,timestamp,device_id,alarm_type,severity,alarm_text,vendor,technology,acknowledged,cleared
ALM000431,INC0061,2026-03-01 05:08:28,DEV0070,cpu_high,minor,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,True
ALM000432,INC0062,2026-03-01 10:40:08,DEV0027,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,True,True
ALM000433,INC0062,2026-03-01 10:42:29,DEV0025,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,True,True
ALM000434,INC0062,2026-03-01 10:39:10,DEV0030,device_unreachable,critical,Device is not reachable by network management system,Cisco,Fiber,True,False
ALM000435,INC0062,2026-03-01 10:34:36,DEV0029,service_degraded,critical,Service quality degradation detected,Nokia,IP_MPLS,True,True
ALM000436,INC0062,2026-03-01 10:42:52,DEV0027,packet_loss,critical,Packet loss threshold exceeded,Juniper,IP_MPLS,True,False
ALM000437,INC0062,2026-03-01 10:44:14,DEV0027,device_unreachable,major,Device is not reachable by network management system,Juniper,IP_MPLS,False,False
ALM000438,INC0062,2026-03-01 10:36:15,DEV0025,packet_loss,major,Packet loss threshold exceeded,Ericsson,Fiber,False,False
ALM000439,INC0062,2026-03-01 10:32:40,DEV0030,packet_loss,major,Packet loss threshold exceeded,Cisco,Fiber,False,False
ALM000440,INC0062,2026-03-01 10:36:20,DEV0029,device_unreachable,major,Device is not reachable by network management system,Nokia,IP_MPLS,False,True
ALM000441,INC0063,2026-03-01 22:45:16,DEV0031,device_unreachable,critical,Device is not reachable by network management system,Juniper,Microwave,False,False
ALM000442,INC0063,2026-03-01 22:48:20,DEV0032,service_degraded,critical,Service quality degradation detected,Nokia,IP_MPLS,False,True
ALM000443,INC0063,2026-03-01 22:53:31,DEV0031,link_down,critical,Link down detected on uplink interface,Juniper,Microwave,False,False
ALM000444,INC0063,2026-03-01 22:52:51,DEV0031,link_down,major,Link down detected on uplink interface,Juniper,Microwave,True,False
ALM000445,INC0063,2026-03-01 22:57:17,DEV0032,device_unreachable,critical,Device is not reachable by network management system,Nokia,IP_MPLS,False,True
ALM000446,INC0063,2026-03-01 22:59:19,DEV0031,power_alarm,critical,Power supply issue detected at site,Juniper,Microwave,True,True
ALM000447,INC0063,2026-03-01 22:47:20,DEV0031,power_alarm,major,Power supply issue detected at site,Juniper,Microwave,True,True
ALM000448,INC0063,2026-03-01 22:48:43,DEV0032,device_unreachable,critical,Device is not reachable by network management system,Nokia,IP_MPLS,False,False
ALM000449,INC0063,2026-03-01 22:56:15,DEV0031,power_alarm,major,Power supply issue detected at site,Juniper,Microwave,False,True
ALM000450,INC0064,2026-03-01 08:04:17,DEV0009,link_down,critical,Link down detected on uplink interface,Cisco,Fiber,False,False
ALM000451,INC0064,2026-03-01 08:17:45,DEV0011,power_alarm,major,Power supply issue detected at site,Ericsson,IP_MPLS,True,True
ALM000452,INC0064,2026-03-01 08:08:06,DEV0009,power_alarm,critical,Power supply issue detected at site,Cisco,Fiber,True,False
ALM000453,INC0064,2026-03-01 08:17:34,DEV0011,service_degraded,major,Service quality degradation detected,Ericsson,IP_MPLS,False,True
ALM000454,INC0064,2026-03-01 08:11:50,DEV0009,service_degraded,major,Service quality degradation detected,Cisco,Fiber,True,True
ALM000455,INC0065,2026-03-01 11:21:35,DEV0011,power_alarm,critical,Power supply issue detected at site,Ericsson,IP_MPLS,False,False
ALM000456,INC0065,2026-03-01 11:20:57,DEV0009,link_down,major,Link down detected on uplink interface,Cisco,Fiber,True,True
ALM000457,INC0065,2026-03-01 11:34:25,DEV0011,power_alarm,major,Power supply issue detected at site,Ericsson,IP_MPLS,False,False
ALM000458,INC0065,2026-03-01 11:23:55,DEV0009,power_alarm,critical,Power supply issue detected at site,Cisco,Fiber,True,False
ALM000459,INC0065,2026-03-01 11:21:16,DEV0011,service_degraded,critical,Service quality degradation detected,Ericsson,IP_MPLS,False,True
ALM000460,INC0065,2026-03-01 11:20:16,DEV0009,device_unreachable,major,Device is not reachable by network management system,Cisco,Fiber,True,True
ALM000461,INC0065,2026-03-01 11:25:06,DEV0011,link_down,critical,Link down detected on uplink interface,Ericsson,IP_MPLS,True,True
ALM000462,INC0066,2026-03-01 03:47:33,DEV0088,packet_loss,minor,Packet loss threshold exceeded,Juniper,IP_MPLS,True,True
ALM000463,INC0066,2026-03-01 03:41:54,DEV0086,latency_high,minor,Latency threshold exceeded,Huawei,4G,True,False
ALM000464,INC0066,2026-03-01 03:46:48,DEV0088,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM000465,INC0066,2026-03-01 03:54:22,DEV0085,service_degraded,minor,Service quality degradation detected,Ericsson,4G,False,False
ALM000466,INC0066,2026-03-01 03:50:26,DEV0088,cpu_high,minor,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM000467,INC0066,2026-03-01 03:42:27,DEV0086,cpu_high,minor,CPU utilization exceeded threshold,Huawei,4G,False,True
ALM000468,INC0066,2026-03-01 03:45:34,DEV0088,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM000469,INC0066,2026-03-01 03:46:24,DEV0085,cpu_high,minor,CPU utilization exceeded threshold,Ericsson,4G,False,True
ALM000470,INC0067,2026-03-01 12:03:35,DEV0106,config_mismatch,minor,Configuration mismatch detected against expected baseline,Huawei,IP_MPLS,False,False
ALM000471,INC0067,2026-03-01 11:57:29,DEV0106,config_mismatch,major,Configuration mismatch detected against expected baseline,Huawei,IP_MPLS,True,False
ALM000472,INC0067,2026-03-01 11:57:45,DEV0106,packet_loss,minor,Packet loss threshold exceeded,Huawei,IP_MPLS,True,True
ALM000473,INC0067,2026-03-01 12:06:11,DEV0106,latency_high,major,Latency threshold exceeded,Huawei,IP_MPLS,False,False
ALM000474,INC0068,2026-03-01 06:41:37,DEV0096,memory_high,minor,Memory utilization exceeded threshold,Ericsson,4G,True,True
ALM000475,INC0068,2026-03-01 06:46:41,DEV0093,latency_high,major,Latency threshold exceeded,Huawei,Microwave,False,True
ALM000476,INC0068,2026-03-01 06:40:08,DEV0091,cpu_high,minor,CPU utilization exceeded threshold,Ericsson,4G,False,False
ALM000477,INC0068,2026-03-01 06:37:51,DEV0096,cpu_high,major,CPU utilization exceeded threshold,Ericsson,4G,False,False
ALM000478,INC0069,2026-03-01 17:36:21,DEV0042,memory_high,minor,Memory utilization exceeded threshold,Juniper,IP_MPLS,True,False
ALM000479,INC0069,2026-03-01 17:35:18,DEV0041,memory_high,major,Memory utilization exceeded threshold,Ericsson,Fiber,False,True
ALM000480,INC0069,2026-03-01 17:25:18,DEV0038,packet_loss,major,Packet loss threshold exceeded,Nokia,5G,False,True
ALM000481,INC0069,2026-03-01 17:37:21,DEV0038,packet_loss,minor,Packet loss threshold exceeded,Nokia,5G,False,False
ALM000482,INC0069,2026-03-01 17:30:20,DEV0042,packet_loss,minor,Packet loss threshold exceeded,Juniper,IP_MPLS,True,False
ALM000483,INC0069,2026-03-01 17:31:10,DEV0041,memory_high,major,Memory utilization exceeded threshold,Ericsson,Fiber,False,True
ALM000484,INC0069,2026-03-01 17:27:58,DEV0038,packet_loss,minor,Packet loss threshold exceeded,Nokia,5G,False,True
ALM000485,INC0070,2026-03-01 09:16:56,DEV0081,cpu_high,minor,CPU utilization exceeded threshold,Ericsson,4G,False,False
ALM000486,INC0070,2026-03-01 09:13:06,DEV0081,latency_high,major,Latency threshold exceeded,Ericsson,4G,True,True
ALM000487,INC0070,2026-03-01 09:10:28,DEV0079,cpu_high,major,CPU utilization exceeded threshold,Cisco,4G,False,True
ALM000488,INC0070,2026-03-01 09:05:22,DEV0084,cpu_high,minor,CPU utilization exceeded threshold,Huawei,IP_MPLS,False,True
ALM000489,INC0070,2026-03-01 09:15:12,DEV0081,utilization_high,major,Interface utilization exceeded threshold,Ericsson,4G,False,False
ALM000490,INC0070,2026-03-01 09:13:12,DEV0081,latency_high,minor,Latency threshold exceeded,Ericsson,4G,False,False
ALM000491,INC0071,2026-03-01 15:06:29,DEV0114,memory_high,critical,Memory utilization exceeded threshold,Cisco,IP_MPLS,False,True
ALM000492,INC0071,2026-03-01 15:04:13,DEV0109,device_unreachable,critical,Device is not reachable by network management system,Nokia,IP_MPLS,False,True
ALM000493,INC0071,2026-03-01 15:05:50,DEV0112,device_unreachable,major,Device is not reachable by network management system,Nokia,5G,False,False
ALM000494,INC0071,2026-03-01 14:54:40,DEV0112,device_unreachable,critical,Device is not reachable by network management system,Nokia,5G,False,True
ALM000495,INC0071,2026-03-01 14:59:23,DEV0114,link_down,major,Link down detected on uplink interface,Cisco,IP_MPLS,False,False
ALM000496,INC0071,2026-03-01 14:53:25,DEV0109,link_down,major,Link down detected on uplink interface,Nokia,IP_MPLS,False,True
ALM000497,INC0071,2026-03-01 14:54:27,DEV0112,cpu_high,major,CPU utilization exceeded threshold,Nokia,5G,True,True
ALM000498,INC0071,2026-03-01 14:58:51,DEV0112,cpu_high,major,CPU utilization exceeded threshold,Nokia,5G,False,True
ALM000499,INC0072,2026-03-01 06:30:39,DEV0027,utilization_high,minor,Interface utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM000500,INC0072,2026-03-01 06:34:07,DEV0028,utilization_high,major,Interface utilization exceeded threshold,Cisco,IP_MPLS,True,True
ALM000501,INC0072,2026-03-01 06:40:03,DEV0029,latency_high,minor,Latency threshold exceeded,Nokia,IP_MPLS,True,True
ALM000502,INC0072,2026-03-01 06:38:25,DEV0028,packet_loss,major,Packet loss threshold exceeded,Cisco,IP_MPLS,True,False
ALM000503,INC0072,2026-03-01 06:32:57,DEV0028,cpu_high,minor,CPU utilization exceeded threshold,Cisco,IP_MPLS,False,True
ALM000504,INC0072,2026-03-01 06:35:45,DEV0027,packet_loss,minor,Packet loss threshold exceeded,Juniper,IP_MPLS,True,True
ALM000505,INC0072,2026-03-01 06:35:38,DEV0028,cpu_high,minor,CPU utilization exceeded threshold,Cisco,IP_MPLS,True,True
ALM000506,INC0073,2026-03-01 23:35:51,DEV0060,utilization_high,major,Interface utilization exceeded threshold,Cisco,IP_MPLS,True,True
ALM000507,INC0073,2026-03-01 23:29:21,DEV0058,utilization_high,minor,Interface utilization exceeded threshold,Nokia,IP_MPLS,False,True
ALM000508,INC0073,2026-03-01 23:35:00,DEV0057,utilization_high,minor,Interface utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM000509,INC0073,2026-03-01 23:31:56,DEV0055,cpu_high,major,CPU utilization exceeded threshold,Cisco,4G,False,False
ALM000510,INC0073,2026-03-01 23:36:29,DEV0056,packet_loss,minor,Packet loss threshold exceeded,Cisco,IP_MPLS,True,True
ALM000511,INC0074,2026-03-01 22:45:12,DEV0117,link_down,critical,Link down detected on uplink interface,Nokia,Fiber,True,True
ALM000512,INC0074,2026-03-01 22:48:43,DEV0117,service_degraded,critical,Service quality degradation detected,Nokia,Fiber,False,False
ALM000513,INC0074,2026-03-01 22:47:13,DEV0115,device_unreachable,major,Device is not reachable by network management system,Cisco,Fiber,True,False
ALM000514,INC0074,2026-03-01 22:48:21,DEV0117,device_unreachable,critical,Device is not reachable by network management system,Nokia,Fiber,False,True
ALM000515,INC0074,2026-03-01 22:54:22,DEV0117,device_unreachable,major,Device is not reachable by network management system,Nokia,Fiber,False,True
ALM000516,INC0074,2026-03-01 22:48:16,DEV0115,service_degraded,critical,Service quality degradation detected,Cisco,Fiber,True,True
ALM000517,INC0074,2026-03-01 22:46:58,DEV0117,packet_loss,major,Packet loss threshold exceeded,Nokia,Fiber,False,False
ALM000518,INC0074,2026-03-01 22:42:51,DEV0117,packet_loss,major,Packet loss threshold exceeded,Nokia,Fiber,True,True
ALM000519,INC0075,2026-03-01 17:22:41,DEV0120,cpu_high,critical,CPU utilization exceeded threshold,Cisco,5G,True,False
ALM000520,INC0075,2026-03-01 17:27:39,DEV0117,link_down,major,Link down detected on uplink interface,Nokia,Fiber,False,True
ALM000521,INC0075,2026-03-01 17:31:13,DEV0120,device_unreachable,major,Device is not reachable by network management system,Cisco,5G,False,True
ALM000522,INC0075,2026-03-01 17:25:15,DEV0117,memory_high,critical,Memory utilization exceeded threshold,Nokia,Fiber,True,True
ALM000523,INC0075,2026-03-01 17:25:40,DEV0120,cpu_high,critical,CPU utilization exceeded threshold,Cisco,5G,False,False
ALM000524,INC0076,2026-03-01 10:18:14,DEV0049,packet_loss,major,Packet loss threshold exceeded,Cisco,5G,True,True
ALM000525,INC0076,2026-03-01 10:19:41,DEV0049,latency_high,minor,Latency threshold exceeded,Cisco,5G,False,True
ALM000526,INC0076,2026-03-01 10:18:23,DEV0051,latency_high,major,Latency threshold exceeded,Cisco,Fiber,True,True
ALM000527,INC0076,2026-03-01 10:14:05,DEV0049,service_degraded,minor,Service quality degradation detected,Cisco,5G,False,True
ALM000528,INC0077,2026-03-01 06:05:46,DEV0045,memory_high,minor,Memory utilization exceeded threshold,Juniper,Fiber,False,True
ALM000529,INC0077,2026-03-01 05:57:00,DEV0043,cpu_high,minor,CPU utilization exceeded threshold,Cisco,4G,False,True
ALM000530,INC0077,2026-03-01 05:58:29,DEV0044,cpu_high,major,CPU utilization exceeded threshold,Nokia,5G,False,True
ALM000531,INC0077,2026-03-01 05:58:25,DEV0045,packet_loss,minor,Packet loss threshold exceeded,Juniper,Fiber,False,False
ALM000532,INC0077,2026-03-01 05:57:17,DEV0043,packet_loss,minor,Packet loss threshold exceeded,Cisco,4G,True,False
ALM000533,INC0077,2026-03-01 06:07:51,DEV0044,latency_high,minor,Latency threshold exceeded,Nokia,5G,False,False
ALM000534,INC0078,2026-03-01 14:54:49,DEV0069,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM000535,INC0078,2026-03-01 14:53:34,DEV0069,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,False,True
ALM000536,INC0078,2026-03-01 14:48:26,DEV0069,link_down,critical,Link down detected on uplink interface,Juniper,IP_MPLS,False,False
ALM000537,INC0078,2026-03-01 14:49:20,DEV0069,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM000538,INC0078,2026-03-01 14:40:47,DEV0069,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM000539,INC0078,2026-03-01 14:54:38,DEV0069,power_alarm,critical,Power supply issue detected at site,Juniper,IP_MPLS,True,False
ALM000540,INC0078,2026-03-01 14:47:18,DEV0069,link_down,critical,Link down detected on uplink interface,Juniper,IP_MPLS,True,True
ALM000541,INC0078,2026-03-01 14:54:55,DEV0069,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,False,True
ALM000542,INC0079,2026-03-01 07:23:20,DEV0069,memory_high,major,Memory utilization exceeded threshold,Juniper,IP_MPLS,True,True
ALM000543,INC0079,2026-03-01 07:29:23,DEV0070,packet_loss,minor,Packet loss threshold exceeded,Juniper,IP_MPLS,True,False
ALM000544,INC0079,2026-03-01 07:17:01,DEV0069,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM000545,INC0079,2026-03-01 07:27:07,DEV0069,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM000546,INC0079,2026-03-01 07:28:52,DEV0070,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,False,True
ALM000547,INC0079,2026-03-01 07:25:09,DEV0069,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,True,True
ALM000548,INC0080,2026-03-01 17:36:45,DEV0096,device_unreachable,critical,Device is not reachable by network management system,Ericsson,4G,False,False
ALM000549,INC0080,2026-03-01 17:41:31,DEV0091,cpu_high,critical,CPU utilization exceeded threshold,Ericsson,4G,True,True
ALM000550,INC0080,2026-03-01 17:45:24,DEV0093,device_unreachable,critical,Device is not reachable by network management system,Huawei,Microwave,True,False
ALM000551,INC0080,2026-03-01 17:45:43,DEV0096,cpu_high,critical,CPU utilization exceeded threshold,Ericsson,4G,True,False
ALM000552,INC0080,2026-03-01 17:36:28,DEV0093,memory_high,critical,Memory utilization exceeded threshold,Huawei,Microwave,True,True
ALM000553,INC0080,2026-03-01 17:40:59,DEV0092,device_unreachable,major,Device is not reachable by network management system,Juniper,Fiber,False,False
ALM000554,INC0080,2026-03-01 17:39:43,DEV0096,link_down,critical,Link down detected on uplink interface,Ericsson,4G,True,True
ALM000555,INC0081,2026-03-01 23:11:28,DEV0062,service_degraded,critical,Service quality degradation detected,Huawei,5G,False,True
ALM000556,INC0081,2026-03-01 23:02:02,DEV0062,device_unreachable,major,Device is not reachable by network management system,Huawei,5G,True,True
ALM000557,INC0081,2026-03-01 22:58:55,DEV0062,link_down,major,Link down detected on uplink interface,Huawei,5G,True,False
ALM000558,INC0081,2026-03-01 23:03:09,DEV0062,power_alarm,critical,Power supply issue detected at site,Huawei,5G,False,True
ALM000559,INC0081,2026-03-01 23:03:14,DEV0062,link_down,major,Link down detected on uplink interface,Huawei,5G,True,False
ALM000560,INC0081,2026-03-01 23:07:01,DEV0062,power_alarm,critical,Power supply issue detected at site,Huawei,5G,True,True
ALM000561,INC0081,2026-03-01 22:57:40,DEV0062,service_degraded,critical,Service quality degradation detected,Huawei,5G,True,False
ALM000562,INC0081,2026-03-01 23:04:13,DEV0062,service_degraded,major,Service quality degradation detected,Huawei,5G,False,True
ALM000563,INC0081,2026-03-01 22:58:25,DEV0062,device_unreachable,major,Device is not reachable by network management system,Huawei,5G,False,True
ALM000564,INC0082,2026-03-01 08:30:09,DEV0017,device_unreachable,critical,Device is not reachable by network management system,Huawei,Fiber,False,False
ALM000565,INC0082,2026-03-01 08:32:55,DEV0016,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,False,True
ALM000566,INC0082,2026-03-01 08:22:28,DEV0013,link_down,critical,Link down detected on uplink interface,Ericsson,Fiber,False,True
ALM000567,INC0082,2026-03-01 08:26:16,DEV0016,packet_loss,critical,Packet loss threshold exceeded,Ericsson,Fiber,True,True
ALM000568,INC0082,2026-03-01 08:32:58,DEV0017,link_down,critical,Link down detected on uplink interface,Huawei,Fiber,True,True
ALM000569,INC0082,2026-03-01 08:29:55,DEV0016,packet_loss,major,Packet loss threshold exceeded,Ericsson,Fiber,False,True
ALM000570,INC0082,2026-03-01 08:33:47,DEV0013,service_degraded,critical,Service quality degradation detected,Ericsson,Fiber,False,True
ALM000571,INC0082,2026-03-01 08:34:46,DEV0016,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,False,False
ALM000572,INC0082,2026-03-01 08:33:09,DEV0017,link_down,major,Link down detected on uplink interface,Huawei,Fiber,True,False
ALM000573,INC0082,2026-03-01 08:21:56,DEV0016,packet_loss,major,Packet loss threshold exceeded,Ericsson,Fiber,False,True
ALM000574,INC0083,2026-03-01 19:51:11,DEV0045,cpu_high,minor,CPU utilization exceeded threshold,Juniper,Fiber,True,True
ALM000575,INC0083,2026-03-01 19:38:45,DEV0045,cpu_high,major,CPU utilization exceeded threshold,Juniper,Fiber,True,True
ALM000576,INC0083,2026-03-01 19:44:12,DEV0044,service_degraded,minor,Service quality degradation detected,Nokia,5G,False,True
ALM000577,INC0083,2026-03-01 19:47:26,DEV0045,cpu_high,major,CPU utilization exceeded threshold,Juniper,Fiber,False,True
ALM000578,INC0083,2026-03-01 19:45:06,DEV0045,memory_high,major,Memory utilization exceeded threshold,Juniper,Fiber,False,False
ALM000579,INC0083,2026-03-01 19:40:02,DEV0044,service_degraded,minor,Service quality degradation detected,Nokia,5G,True,True
ALM000580,INC0084,2026-03-01 23:34:50,DEV0003,latency_high,major,Latency threshold exceeded,Nokia,Fiber,True,False
ALM000581,INC0084,2026-03-01 23:33:35,DEV0006,memory_high,minor,Memory utilization exceeded threshold,Nokia,4G,True,False
ALM000582,INC0084,2026-03-01 23:31:25,DEV0002,service_degraded,minor,Service quality degradation detected,Cisco,5G,False,False
ALM000583,INC0084,2026-03-01 23:35:55,DEV0002,latency_high,major,Latency threshold exceeded,Cisco,5G,False,False
ALM000584,INC0084,2026-03-01 23:30:34,DEV0003,cpu_high,major,CPU utilization exceeded threshold,Nokia,Fiber,True,False
ALM000585,INC0085,2026-03-01 17:50:51,DEV0059,cpu_high,minor,CPU utilization exceeded threshold,Cisco,5G,True,False
ALM000586,INC0085,2026-03-01 17:54:29,DEV0058,service_degraded,minor,Service quality degradation detected,Nokia,IP_MPLS,False,True
ALM000587,INC0085,2026-03-01 17:47:09,DEV0055,cpu_high,major,CPU utilization exceeded threshold,Cisco,4G,False,True
ALM000588,INC0085,2026-03-01 17:41:35,DEV0056,cpu_high,minor,CPU utilization exceeded threshold,Cisco,IP_MPLS,True,True
ALM000589,INC0086,2026-03-01 15:58:49,DEV0091,link_down,major,Link down detected on uplink interface,Ericsson,4G,True,True
ALM000590,INC0086,2026-03-01 15:52:16,DEV0091,device_unreachable,major,Device is not reachable by network management system,Ericsson,4G,True,False
ALM000591,INC0086,2026-03-01 15:55:58,DEV0091,device_unreachable,critical,Device is not reachable by network management system,Ericsson,4G,False,False
ALM000592,INC0086,2026-03-01 15:56:25,DEV0091,link_down,major,Link down detected on uplink interface,Ericsson,4G,False,False
ALM000593,INC0086,2026-03-01 15:54:27,DEV0091,device_unreachable,critical,Device is not reachable by network management system,Ericsson,4G,True,True
ALM000594,INC0086,2026-03-01 15:53:48,DEV0091,device_unreachable,critical,Device is not reachable by network management system,Ericsson,4G,False,False
ALM000595,INC0086,2026-03-01 15:53:03,DEV0091,service_degraded,major,Service quality degradation detected,Ericsson,4G,False,True
ALM000596,INC0086,2026-03-01 15:58:54,DEV0091,link_down,major,Link down detected on uplink interface,Ericsson,4G,False,True
ALM000597,INC0086,2026-03-01 16:04:46,DEV0091,power_alarm,critical,Power supply issue detected at site,Ericsson,4G,False,True
ALM000598,INC0087,2026-03-01 17:14:33,DEV0112,memory_high,major,Memory utilization exceeded threshold,Nokia,5G,True,False
ALM000599,INC0087,2026-03-01 17:24:33,DEV0112,packet_loss,major,Packet loss threshold exceeded,Nokia,5G,False,False
ALM000600,INC0087,2026-03-01 17:19:54,DEV0109,cpu_high,major,CPU utilization exceeded threshold,Nokia,IP_MPLS,False,True
ALM000601,INC0087,2026-03-01 17:14:44,DEV0114,service_degraded,minor,Service quality degradation detected,Cisco,IP_MPLS,True,True
ALM000602,INC0087,2026-03-01 17:27:10,DEV0112,service_degraded,major,Service quality degradation detected,Nokia,5G,True,True
ALM000603,INC0088,2026-03-01 21:56:42,DEV0068,link_down,major,Link down detected on uplink interface,Juniper,Fiber,True,False
ALM000604,INC0088,2026-03-01 21:46:06,DEV0070,power_alarm,critical,Power supply issue detected at site,Juniper,IP_MPLS,True,False
ALM000605,INC0088,2026-03-01 21:59:27,DEV0069,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,False,True
ALM000606,INC0088,2026-03-01 21:45:51,DEV0068,power_alarm,major,Power supply issue detected at site,Juniper,Fiber,True,False
ALM000607,INC0088,2026-03-01 21:45:30,DEV0070,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,False,False
ALM000608,INC0088,2026-03-01 21:48:39,DEV0069,device_unreachable,major,Device is not reachable by network management system,Juniper,IP_MPLS,True,False
ALM000609,INC0089,2026-03-01 09:45:35,DEV0071,packet_loss,critical,Packet loss threshold exceeded,Ericsson,IP_MPLS,True,False
ALM000610,INC0089,2026-03-01 09:54:23,DEV0069,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,False,True
ALM000611,INC0089,2026-03-01 09:51:32,DEV0071,link_down,major,Link down detected on uplink interface,Ericsson,IP_MPLS,True,False
ALM000612,INC0089,2026-03-01 09:55:45,DEV0070,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,True,False
ALM000613,INC0089,2026-03-01 09:54:17,DEV0069,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,False,False
ALM000614,INC0089,2026-03-01 09:49:36,DEV0069,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,True
ALM000615,INC0089,2026-03-01 09:45:30,DEV0071,service_degraded,critical,Service quality degradation detected,Ericsson,IP_MPLS,False,True
ALM000616,INC0089,2026-03-01 09:58:05,DEV0069,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,True,True
ALM000617,INC0090,2026-03-01 02:49:32,DEV0028,packet_loss,major,Packet loss threshold exceeded,Cisco,IP_MPLS,True,True
ALM000618,INC0090,2026-03-01 02:59:19,DEV0026,cpu_high,minor,CPU utilization exceeded threshold,Nokia,4G,True,True
ALM000619,INC0090,2026-03-01 02:58:45,DEV0025,packet_loss,minor,Packet loss threshold exceeded,Ericsson,Fiber,False,True
ALM000620,INC0090,2026-03-01 02:54:36,DEV0029,utilization_high,major,Interface utilization exceeded threshold,Nokia,IP_MPLS,True,False
ALM000621,INC0091,2026-03-01 07:26:22,DEV0098,service_degraded,critical,Service quality degradation detected,Ericsson,Fiber,True,True
ALM000622,INC0091,2026-03-01 07:28:16,DEV0098,power_alarm,critical,Power supply issue detected at site,Ericsson,Fiber,True,True
ALM000623,INC0091,2026-03-01 07:23:39,DEV0098,link_down,critical,Link down detected on uplink interface,Ericsson,Fiber,True,True
ALM000624,INC0091,2026-03-01 07:31:41,DEV0098,service_degraded,critical,Service quality degradation detected,Ericsson,Fiber,False,True
ALM000625,INC0091,2026-03-01 07:28:00,DEV0098,power_alarm,critical,Power supply issue detected at site,Ericsson,Fiber,True,True
ALM000626,INC0091,2026-03-01 07:24:22,DEV0098,service_degraded,critical,Service quality degradation detected,Ericsson,Fiber,False,True
ALM000627,INC0091,2026-03-01 07:23:30,DEV0098,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,True,True
ALM000628,INC0091,2026-03-01 07:29:04,DEV0098,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,False,True
ALM000629,INC0091,2026-03-01 07:29:21,DEV0098,service_degraded,critical,Service quality degradation detected,Ericsson,Fiber,True,False
ALM000630,INC0092,2026-03-01 14:14:01,DEV0028,latency_high,major,Latency threshold exceeded,Cisco,IP_MPLS,True,False
ALM000631,INC0092,2026-03-01 14:21:16,DEV0027,config_mismatch,major,Configuration mismatch detected against expected baseline,Juniper,IP_MPLS,False,True
ALM000632,INC0092,2026-03-01 14:13:24,DEV0028,config_mismatch,minor,Configuration mismatch detected against expected baseline,Cisco,IP_MPLS,False,True
ALM000633,INC0092,2026-03-01 14:16:27,DEV0029,service_degraded,minor,Service quality degradation detected,Nokia,IP_MPLS,True,True
ALM000634,INC0092,2026-03-01 14:11:11,DEV0028,latency_high,minor,Latency threshold exceeded,Cisco,IP_MPLS,False,True
ALM000635,INC0092,2026-03-01 14:16:58,DEV0027,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,False,True
ALM000636,INC0093,2026-03-01 23:51:28,DEV0011,latency_high,minor,Latency threshold exceeded,Ericsson,IP_MPLS,False,True
ALM000637,INC0093,2026-03-01 23:50:27,DEV0009,cpu_high,minor,CPU utilization exceeded threshold,Cisco,Fiber,False,False
ALM000638,INC0093,2026-03-01 23:57:27,DEV0010,latency_high,minor,Latency threshold exceeded,Nokia,Fiber,True,True
ALM000639,INC0093,2026-03-01 23:57:38,DEV0012,cpu_high,major,CPU utilization exceeded threshold,Nokia,Fiber,True,False
ALM000640,INC0094,2026-03-01 10:12:47,DEV0075,cpu_high,major,CPU utilization exceeded threshold,Ericsson,Fiber,True,False
ALM000641,INC0094,2026-03-01 10:13:44,DEV0074,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,True,True
ALM000642,INC0094,2026-03-01 10:23:01,DEV0075,cpu_high,major,CPU utilization exceeded threshold,Ericsson,Fiber,True,False
ALM000643,INC0094,2026-03-01 10:13:40,DEV0075,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,True,True
